bundesland,refdatum,idbundesland,anzahlfall,anzahltodesfall,neuerfall,neuertodesfall,neugenesen,anzahlgenesen,datum
Sachsen,2020/05/18 00:00:00,14,12,0,0,-90,-90,0,18may2020
Sachsen,2020/05/19 00:00:00,14,25,1,2,-162,-171,0,19may2020
Sachsen,2020/05/20 00:00:00,14,24,0,1,-135,-135,0,20may2020
Sachsen,2020/05/21 00:00:00,14,7,0,0,-54,-54,0,21may2020
Sachsen,2020/05/22 00:00:00,14,4,0,3,-27,-27,0,22may2020
Sachsen,2020/05/23 00:00:00,14,4,0,3,-36,-36,0,23may2020
Sachsen-Anhalt,2020/02/22 00:00:00,15,1,0,0,-9,0,1,22feb2020
Sachsen-Anhalt,2020/02/25 00:00:00,15,1,0,0,-9,0,1,25feb2020
Sachsen-Anhalt,2020/02/28 00:00:00,15,2,0,0,-18,0,2,28feb2020
Sachsen-Anhalt,2020/02/29 00:00:00,15,2,0,0,-18,0,2,29feb2020
Sachsen-Anhalt,2020/03/02 00:00:00,15,1,0,0,-9,0,1,02mar2020
Sachsen-Anhalt,2020/03/03 00:00:00,15,1,0,0,-9,0,1,03mar2020
Sachsen-Anhalt,2020/03/04 00:00:00,15,2,0,0,-18,0,2,04mar2020
Sachsen-Anhalt,2020/03/05 00:00:00,15,2,0,0,-18,0,2,05mar2020
Sachsen-Anhalt,2020/03/06 00:00:00,15,4,0,0,-36,0,4,06mar2020
Sachsen-Anhalt,2020/03/07 00:00:00,15,10,0,0,-81,0,10,07mar2020
Sachsen-Anhalt,2020/03/08 00:00:00,15,5,0,0,-45,0,5,08mar2020
Sachsen-Anhalt,2020/03/09 00:00:00,15,17,0,0,-135,0,17,09mar2020
Sachsen-Anhalt,2020/03/10 00:00:00,15,22,0,0,-198,0,22,10mar2020
Sachsen-Anhalt,2020/03/11 00:00:00,15,14,1,0,-117,-9,13,11mar2020
Sachsen-Anhalt,2020/03/12 00:00:00,15,18,0,0,-153,0,18,12mar2020
Sachsen-Anhalt,2020/03/13 00:00:00,15,37,0,0,-306,0,37,13mar2020
Sachsen-Anhalt,2020/03/14 00:00:00,15,27,0,0,-234,0,27,14mar2020
Sachsen-Anhalt,2020/03/15 00:00:00,15,32,1,0,-261,-9,31,15mar2020
Sachsen-Anhalt,2020/03/16 00:00:00,15,71,3,0,-558,-27,68,16mar2020
Sachsen-Anhalt,2020/03/17 00:00:00,15,48,0,0,-414,0,48,17mar2020
Sachsen-Anhalt,2020/03/18 00:00:00,15,46,0,0,-396,0,46,18mar2020
Sachsen-Anhalt,2020/03/19 00:00:00,15,53,3,0,-414,-27,50,19mar2020
Sachsen-Anhalt,2020/03/20 00:00:00,15,60,4,0,-486,-36,56,20mar2020
Sachsen-Anhalt,2020/03/21 00:00:00,15,39,4,0,-306,-36,35,21mar2020
Sachsen-Anhalt,2020/03/22 00:00:00,15,33,0,0,-270,0,33,22mar2020
Sachsen-Anhalt,2020/03/23 00:00:00,15,44,1,0,-360,-9,43,23mar2020
Sachsen-Anhalt,2020/03/24 00:00:00,15,56,4,0,-414,-36,52,24mar2020
Sachsen-Anhalt,2020/03/25 00:00:00,15,36,1,0,-297,-9,35,25mar2020
Sachsen-Anhalt,2020/03/26 00:00:00,15,39,0,0,-297,0,39,26mar2020
Sachsen-Anhalt,2020/03/27 00:00:00,15,45,0,0,-342,0,45,27mar2020
Sachsen-Anhalt,2020/03/28 00:00:00,15,57,5,0,-315,-18,52,28mar2020
Sachsen-Anhalt,2020/03/29 00:00:00,15,24,0,0,-198,0,24,29mar2020
Sachsen-Anhalt,2020/03/30 00:00:00,15,44,1,0,-360,-9,43,30mar2020
Sachsen-Anhalt,2020/03/31 00:00:00,15,33,0,0,-225,0,33,31mar2020
Sachsen-Anhalt,2020/04/01 00:00:00,15,31,1,0,-270,-9,30,01apr2020
Sachsen-Anhalt,2020/04/02 00:00:00,15,35,0,0,-288,0,35,02apr2020
Sachsen-Anhalt,2020/04/03 00:00:00,15,33,0,0,-279,0,33,03apr2020
Sachsen-Anhalt,2020/04/04 00:00:00,15,30,5,0,-216,-45,25,04apr2020
Sachsen-Anhalt,2020/04/05 00:00:00,15,28,0,0,-144,0,28,05apr2020
Sachsen-Anhalt,2020/04/06 00:00:00,15,50,2,0,-297,-18,48,06apr2020
Sachsen-Anhalt,2020/04/07 00:00:00,15,23,0,0,-207,0,23,07apr2020
Sachsen-Anhalt,2020/04/08 00:00:00,15,25,1,0,-207,-9,24,08apr2020
Sachsen-Anhalt,2020/04/09 00:00:00,15,21,0,0,-135,0,21,09apr2020
Sachsen-Anhalt,2020/04/10 00:00:00,15,24,0,0,-189,0,24,10apr2020
Sachsen-Anhalt,2020/04/11 00:00:00,15,18,1,0,-126,-9,17,11apr2020
Sachsen-Anhalt,2020/04/12 00:00:00,15,14,3,0,-99,-27,11,12apr2020
Sachsen-Anhalt,2020/04/13 00:00:00,15,12,0,0,-99,0,12,13apr2020
Sachsen-Anhalt,2020/04/14 00:00:00,15,30,1,0,-216,-9,29,14apr2020
Sachsen-Anhalt,2020/04/15 00:00:00,15,13,0,0,-99,0,13,15apr2020
Sachsen-Anhalt,2020/04/16 00:00:00,15,23,0,0,-198,0,23,16apr2020
Sachsen-Anhalt,2020/04/17 00:00:00,15,56,1,0,-180,-9,55,17apr2020
Sachsen-Anhalt,2020/04/18 00:00:00,15,28,1,0,-216,-9,27,18apr2020
Sachsen-Anhalt,2020/04/19 00:00:00,15,13,0,0,-90,0,13,19apr2020
Sachsen-Anhalt,2020/04/20 00:00:00,15,22,3,0,-144,-27,19,20apr2020
Sachsen-Anhalt,2020/04/21 00:00:00,15,31,0,0,-198,0,31,21apr2020
Sachsen-Anhalt,2020/04/22 00:00:00,15,14,2,0,-81,-18,12,22apr2020
Sachsen-Anhalt,2020/04/23 00:00:00,15,16,1,0,-135,-9,15,23apr2020
Sachsen-Anhalt,2020/04/24 00:00:00,15,10,0,0,-90,0,10,24apr2020
Sachsen-Anhalt,2020/04/25 00:00:00,15,9,0,0,-63,0,9,25apr2020
Sachsen-Anhalt,2020/04/26 00:00:00,15,4,0,0,-36,0,4,26apr2020
Sachsen-Anhalt,2020/04/27 00:00:00,15,14,0,0,-117,4,14,27apr2020
Sachsen-Anhalt,2020/04/28 00:00:00,15,9,1,0,-63,-45,4,28apr2020
Sachsen-Anhalt,2020/04/29 00:00:00,15,16,0,0,-90,-18,14,29apr2020
Sachsen-Anhalt,2020/04/30 00:00:00,15,7,0,0,-63,-27,4,30apr2020
Sachsen-Anhalt,2020/05/01 00:00:00,15,4,0,0,-36,-9,3,01may2020
Sachsen-Anhalt,2020/05/02 00:00:00,15,5,0,0,-45,-18,3,02may2020
Sachsen-Anhalt,2020/05/03 00:00:00,15,5,0,0,-36,0,5,03may2020
Sachsen-Anhalt,2020/05/04 00:00:00,15,13,1,0,-90,-18,11,04may2020
Sachsen-Anhalt,2020/05/05 00:00:00,15,18,1,0,-117,-36,13,05may2020
Sachsen-Anhalt,2020/05/06 00:00:00,15,13,0,0,-90,-27,10,06may2020
Sachsen-Anhalt,2020/05/07 00:00:00,15,4,1,0,-27,-18,2,07may2020
Sachsen-Anhalt,2020/05/08 00:00:00,15,4,0,0,-36,-36,0,08may2020
Sachsen-Anhalt,2020/05/09 00:00:00,15,4,0,0,-36,-18,2,09may2020
Sachsen-Anhalt,2020/05/10 00:00:00,15,2,0,0,-18,0,2,10may2020
Sachsen-Anhalt,2020/05/11 00:00:00,15,6,0,0,-54,-14,4,11may2020
Sachsen-Anhalt,2020/05/12 00:00:00,15,4,0,0,-27,-27,0,12may2020
Sachsen-Anhalt,2020/05/13 00:00:00,15,4,0,0,-36,-36,0,13may2020
Sachsen-Anhalt,2020/05/14 00:00:00,15,7,0,0,-54,-54,0,14may2020
Sachsen-Anhalt,2020/05/15 00:00:00,15,2,0,0,-18,-18,0,15may2020
Sachsen-Anhalt,2020/05/16 00:00:00,15,4,0,0,-36,-36,0,16may2020
Sachsen-Anhalt,2020/05/17 00:00:00,15,1,0,0,-9,-9,0,17may2020
Sachsen-Anhalt,2020/05/18 00:00:00,15,1,0,0,-9,-9,0,18may2020
Sachsen-Anhalt,2020/05/19 00:00:00,15,3,0,0,-18,-18,0,19may2020
Sachsen-Anhalt,2020/05/20 00:00:00,15,2,0,0,-18,-18,0,20may2020
Sachsen-Anhalt,2020/05/21 00:00:00,15,2,0,0,-18,-18,0,21may2020
Sachsen-Anhalt,2020/05/22 00:00:00,15,1,0,0,-9,-9,0,22may2020
ThÃ¼ringen,2020/02/14 00:00:00,16,2,0,0,-18,0,2,14feb2020
ThÃ¼ringen,2020/02/20 00:00:00,16,1,0,0,-9,0,1,20feb2020
ThÃ¼ringen,2020/02/22 00:00:00,16,1,0,0,-9,0,1,22feb2020
ThÃ¼ringen,2020/02/26 00:00:00,16,1,0,0,-9,0,1,26feb2020
ThÃ¼ringen,2020/02/27 00:00:00,16,3,0,0,-27,0,3,27feb2020
ThÃ¼ringen,2020/03/01 00:00:00,16,3,0,0,-27,0,3,01mar2020
ThÃ¼ringen,2020/03/02 00:00:00,16,3,0,0,-27,0,3,02mar2020
ThÃ¼ringen,2020/03/03 00:00:00,16,4,0,0,-36,0,4,03mar2020
ThÃ¼ringen,2020/03/04 00:00:00,16,8,0,0,-72,0,8,04mar2020
ThÃ¼ringen,2020/03/05 00:00:00,16,2,0,0,-18,0,2,05mar2020
ThÃ¼ringen,2020/03/06 00:00:00,16,7,0,0,-63,0,7,06mar2020
ThÃ¼ringen,2020/03/07 00:00:00,16,9,0,0,-81,0,9,07mar2020
ThÃ¼ringen,2020/03/08 00:00:00,16,8,0,0,-72,0,8,08mar2020
ThÃ¼ringen,2020/03/09 00:00:00,16,10,0,0,-90,0,10,09mar2020
ThÃ¼ringen,2020/03/10 00:00:00,16,24,2,0,-198,-18,22,10mar2020
ThÃ¼ringen,2020/03/11 00:00:00,16,26,0,0,-207,0,26,11mar2020
ThÃ¼ringen,2020/03/12 00:00:00,16,30,1,0,-243,-9,29,12mar2020
ThÃ¼ringen,2020/03/13 00:00:00,16,46,1,0,-396,-9,45,13mar2020
ThÃ¼ringen,2020/03/14 00:00:00,16,38,0,0,-333,0,38,14mar2020
ThÃ¼ringen,2020/03/15 00:00:00,16,41,1,0,-351,-9,40,15mar2020
ThÃ¼ringen,2020/03/16 00:00:00,16,91,1,0,-711,-9,90,16mar2020
ThÃ¼ringen,2020/03/17 00:00:00,16,62,3,0,-513,-27,59,17mar2020
ThÃ¼ringen,2020/03/18 00:00:00,16,69,1,0,-576,-9,68,18mar2020
ThÃ¼ringen,2020/03/19 00:00:00,16,50,0,0,-423,0,50,19mar2020
ThÃ¼ringen,2020/03/20 00:00:00,16,74,1,0,-630,-9,73,20mar2020
ThÃ¼ringen,2020/03/21 00:00:00,16,54,1,0,-441,-9,53,21mar2020
ThÃ¼ringen,2020/03/22 00:00:00,16,32,1,0,-270,-9,31,22mar2020
ThÃ¼ringen,2020/03/23 00:00:00,16,78,3,0,-648,-27,75,23mar2020
ThÃ¼ringen,2020/03/24 00:00:00,16,54,3,0,-450,-27,51,24mar2020
ThÃ¼ringen,2020/03/25 00:00:00,16,48,4,0,-369,-27,44,25mar2020
ThÃ¼ringen,2020/03/26 00:00:00,16,57,1,0,-459,-9,56,26mar2020
ThÃ¼ringen,2020/03/27 00:00:00,16,61,3,0,-513,-27,58,27mar2020
ThÃ¼ringen,2020/03/28 00:00:00,16,42,2,0,-360,-18,40,28mar2020
ThÃ¼ringen,2020/03/29 00:00:00,16,26,2,0,-216,-18,24,29mar2020
ThÃ¼ringen,2020/03/30 00:00:00,16,48,5,0,-387,-45,43,30mar2020
ThÃ¼ringen,2020/03/31 00:00:00,16,31,0,0,-279,0,31,31mar2020
ThÃ¼ringen,2020/04/01 00:00:00,16,56,4,0,-423,-27,52,01apr2020
ThÃ¼ringen,2020/04/02 00:00:00,16,45,5,0,-315,-45,40,02apr2020
ThÃ¼ringen,2020/04/03 00:00:00,16,53,4,0,-414,-36,49,03apr2020
ThÃ¼ringen,2020/04/04 00:00:00,16,50,5,0,-360,-45,45,04apr2020
ThÃ¼ringen,2020/04/05 00:00:00,16,51,3,0,-360,-27,48,05apr2020
ThÃ¼ringen,2020/04/06 00:00:00,16,39,2,0,-324,-18,37,06apr2020
ThÃ¼ringen,2020/04/07 00:00:00,16,42,1,0,-360,-9,41,07apr2020
ThÃ¼ringen,2020/04/08 00:00:00,16,45,5,0,-351,-45,40,08apr2020
ThÃ¼ringen,2020/04/09 00:00:00,16,44,3,0,-360,-27,41,09apr2020
ThÃ¼ringen,2020/04/10 00:00:00,16,41,9,0,-270,-72,32,10apr2020
ThÃ¼ringen,2020/04/11 00:00:00,16,29,4,0,-216,-35,25,11apr2020
ThÃ¼ringen,2020/04/12 00:00:00,16,38,6,0,-279,-54,32,12apr2020
ThÃ¼ringen,2020/04/13 00:00:00,16,37,3,0,-261,-27,34,13apr2020
ThÃ¼ringen,2020/04/14 00:00:00,16,44,2,0,-369,-18,42,14apr2020
ThÃ¼ringen,2020/04/15 00:00:00,16,34,4,0,-252,-36,30,15apr2020
ThÃ¼ringen,2020/04/16 00:00:00,16,50,5,0,-333,-36,45,16apr2020
ThÃ¼ringen,2020/04/17 00:00:00,16,38,4,0,-279,-36,34,17apr2020
ThÃ¼ringen,2020/04/18 00:00:00,16,34,1,0,-270,-9,33,18apr2020
ThÃ¼ringen,2020/04/19 00:00:00,16,29,1,0,-252,-9,28,19apr2020
ThÃ¼ringen,2020/04/20 00:00:00,16,57,5,0,-405,-45,52,20apr2020
ThÃ¼ringen,2020/04/21 00:00:00,16,58,1,0,-387,-9,57,21apr2020
ThÃ¼ringen,2020/04/22 00:00:00,16,42,2,0,-333,-18,40,22apr2020
ThÃ¼ringen,2020/04/23 00:00:00,16,46,3,0,-360,-27,43,23apr2020
ThÃ¼ringen,2020/04/24 00:00:00,16,43,5,0,-315,-45,38,24apr2020
ThÃ¼ringen,2020/04/25 00:00:00,16,27,1,0,-225,-9,26,25apr2020
ThÃ¼ringen,2020/04/26 00:00:00,16,26,2,0,-198,-18,24,26apr2020
ThÃ¼ringen,2020/04/27 00:00:00,16,38,3,0,-288,-10,35,27apr2020
ThÃ¼ringen,2020/04/28 00:00:00,16,50,1,0,-351,-63,42,28apr2020
ThÃ¼ringen,2020/04/29 00:00:00,16,30,2,0,-243,-45,24,29apr2020
ThÃ¼ringen,2020/04/30 00:00:00,16,43,5,0,-333,-135,28,30apr2020
ThÃ¼ringen,2020/05/01 00:00:00,16,22,2,0,-171,-45,17,01may2020
ThÃ¼ringen,2020/05/02 00:00:00,16,16,1,0,-135,-27,13,02may2020
ThÃ¼ringen,2020/05/03 00:00:00,16,23,2,0,-189,-63,16,03may2020
ThÃ¼ringen,2020/05/04 00:00:00,16,40,2,0,-279,-80,31,04may2020
ThÃ¼ringen,2020/05/05 00:00:00,16,32,0,0,-216,-81,23,05may2020
ThÃ¼ringen,2020/05/06 00:00:00,16,33,3,0,-270,-99,22,06may2020
ThÃ¼ringen,2020/05/07 00:00:00,16,36,0,0,-288,-90,24,07may2020
ThÃ¼ringen,2020/05/08 00:00:00,16,24,0,0,-216,-81,15,08may2020
ThÃ¼ringen,2020/05/09 00:00:00,16,18,1,0,-144,-54,12,09may2020
ThÃ¼ringen,2020/05/10 00:00:00,16,16,0,0,-135,-9,15,10may2020
ThÃ¼ringen,2020/05/11 00:00:00,16,27,0,0,-216,-6,23,11may2020
ThÃ¼ringen,2020/05/12 00:00:00,16,14,0,0,-126,-126,0,12may2020
ThÃ¼ringen,2020/05/13 00:00:00,16,17,0,0,-153,-153,0,13may2020
ThÃ¼ringen,2020/05/14 00:00:00,16,24,1,0,-198,-207,0,14may2020
ThÃ¼ringen,2020/05/15 00:00:00,16,15,1,0,-108,-117,0,15may2020
ThÃ¼ringen,2020/05/16 00:00:00,16,20,0,0,-162,-162,0,16may2020
ThÃ¼ringen,2020/05/17 00:00:00,16,10,0,0,-90,-90,0,17may2020
ThÃ¼ringen,2020/05/18 00:00:00,16,16,0,1,-135,-135,0,18may2020
ThÃ¼ringen,2020/05/19 00:00:00,16,14,0,1,-126,-126,0,19may2020
ThÃ¼ringen,2020/05/20 00:00:00,16,14,2,1,-99,-117,0,20may2020
ThÃ¼ringen,2020/05/21 00:00:00,16,14,0,0,-99,-99,0,21may2020
ThÃ¼ringen,2020/05/22 00:00:00,16,11,0,4,-99,-99,0,22may2020
ThÃ¼ringen,2020/05/23 00:00:00,16,7,0,2,-54,-54,0,23may2020
ThÃ¼ringen,2020/05/24 00:00:00,16,5,0,3,-27,-27,0,24may2020
